id_proyecto,nombre_proyecto,id_cliente,fecha_inicio_estimada,fecha_fin_estimada,fecha_inicio_real,fecha_fin_real,estado,presupuesto_estimado,presupuesto_real,valor_venta,ganancias,horas_estimadas,horas_totales,prioridad,id_metodologia
165,Proy-2022-recontextualiza,1,2022-12-04,2023-03-24,2022-12-14,2023-05-12,finalizado,380160,461592,520979.76,59387.76,7040,8548,baja,1
166,Proy-2016-compromete,10,2016-05-26,2017-03-05,2016-06-01,2016-09-25,cancelado,665616,0,967266.02,0.0,15848,0,alta,4
167,Proy-2020-transiciona,7,2020-11-11,2021-05-09,2020-11-06,2021-06-25,finalizado,501200,627600,754974.67,127374.67,10024,12552,media,1
168,Proy-2018-redefine,17,2018-05-02,2018-11-16,2018-05-04,2018-11-29,finalizado,364320,370070,551180.61,181110.61,7920,8045,baja,5
169,Proy-2019-itera,1,2019-10-19,2020-06-07,2019-10-23,2020-08-20,finalizado,712704,663456,932663.07,269207.07,14848,13822,baja,4
170,Proy-2016-mezcla,12,2016-11-07,2017-06-27,2016-11-04,2017-09-22,finalizado,389760,495012,576632.28,81620.28,9280,11786,media,4
171,Proy-2019-entrega,16,2019-01-09,2019-10-29,2019-01-08,2019-05-07,cancelado,675072,0,1009578.07,0.0,14064,0,alta,4
172,Proy-2016-innova,20,2016-06-19,2016-09-30,2016-06-25,2016-10-13,finalizado,276864,338520,441797.68,103277.68,6592,8060,media,3
173,Proy-2017-compromete,7,2017-03-10,2017-04-13,2017-03-11,2017-04-13,finalizado,71808,81224,107403.87,26179.87,1632,1846,baja,4
174,Proy-2019-innova,11,2019-12-13,2020-10-21,2019-12-09,2021-01-08,finalizado,721152,814416,1089593.08,275177.08,15024,16967,media,1
175,Proy-2016-modifica,3,2016-09-26,2017-01-17,2016-10-06,2017-01-29,finalizado,227808,278082,353102.82,75020.82,5424,6621,media,4
176,Proy-2025-incuba,8,2025-04-16,2025-05-30,2025-04-25,2025-06-04,finalizado,168960,218040,231913.92,13873.92,2816,3634,alta,5
177,Proy-2025-reinventa,6,2025-02-20,2025-11-09,2025-02-28,,planificado,754560,0,1011075.87,0.0,12576,0,media,4
178,Proy-2021-extiende,10,2021-03-10,2021-12-31,2021-03-18,2022-03-10,finalizado,738816,744588,1069604.17,325016.17,14208,14319,alta,4
179,Proy-2016-transforma,17,2016-01-21,2016-12-29,2016-01-24,2017-03-02,finalizado,806736,1044078,1159891.06,115813.06,19208,24859,media,1
180,Proy-2018-entrega,9,2018-10-24,2019-07-20,2018-10-19,2019-06-25,finalizado,692944,771696,1018808.48,247112.48,15064,16776,media,3
181,Proy-2020-compromete,11,2020-12-25,2021-07-14,2020-12-30,2021-08-03,finalizado,321600,374050,423907.15,49857.15,6432,7481,media,3
182,Proy-2024-revoluciona,2,2024-07-17,2025-04-05,2024-07-15,2025-04-30,finalizado,729408,739210,1124472.68,385262.68,12576,12745,media,3
183,Proy-2021-implementa,8,2021-09-19,2022-07-27,2021-09-28,2022-10-16,finalizado,776256,986024,1013410.88,27386.88,14928,18962,baja,3
184,Proy-2017-libera,3,2017-10-28,2018-01-13,2017-10-23,2018-01-27,finalizado,162624,178728,235444.65,56716.65,3696,4062,media,3
185,Proy-2016-evoluciona,7,2016-02-08,2016-03-27,2016-02-12,2016-03-28,finalizado,112896,126546,158197.97,31651.97,2688,3013,baja,2
186,Proy-2020-empodera,20,2020-10-30,2021-09-11,2020-11-06,2021-11-30,finalizado,1011200,1026800,1530593.6,503793.6,20224,20536,media,1
187,Proy-2021-extiende,13,2021-11-09,2022-06-17,2021-11-07,2022-07-02,finalizado,274560,297648,391172.81,93524.81,5280,5724,media,5
188,Proy-2022-transiciona,1,2022-04-02,2022-10-15,2022-04-12,2022-12-21,finalizado,338688,414774,498827.24,84053.24,6272,7681,alta,3
189,Proy-2019-orquesta,3,2019-06-20,2019-08-18,2019-06-20,2019-08-29,finalizado,67968,66528,104634.15,38106.15,1416,1386,baja,2
190,Proy-2016-sinergiza,2,2016-08-02,2017-03-08,2016-08-04,2017-05-04,finalizado,292992,339570,451561.86,111991.86,6976,8085,alta,5
191,Proy-2019-abraza,6,2019-10-23,2020-04-26,2019-10-21,2020-07-06,finalizado,285696,330000,446998.91,116998.91,5952,6875,media,4
192,Proy-2023-modifica,2,2023-03-13,2023-08-16,2023-03-20,2023-10-19,finalizado,419328,449008,614275.45,165267.45,7488,8018,media,5
193,Proy-2017-empodera,3,2017-09-30,2018-07-29,2017-10-10,2018-09-12,finalizado,850432,1089660,1128747.22,39087.22,19328,24765,alta,1
194,Proy-2020-redefine,5,2020-01-16,2020-09-25,2020-01-11,2020-09-08,finalizado,404800,429550,558888.6,129338.6,8096,8591,alta,5
195,Proy-2023-orquesta,16,2023-07-15,2024-03-28,2023-07-22,2024-03-25,finalizado,805952,1039024,1220102.16,181078.16,14392,18554,alta,1
196,Proy-2022-utiliza,18,2022-05-24,2023-02-09,2022-05-23,2023-04-20,finalizado,563760,598644,847076.28,248432.28,10440,11086,baja,5
197,Proy-2019-itera,18,2019-06-30,2020-05-21,2019-06-28,2020-05-12,finalizado,1001472,975072,1372540.85,397468.85,20864,20314,media,4
198,Proy-2024-monetiza,11,2024-03-13,2025-03-01,2024-03-13,2025-02-22,finalizado,1146544,1476100,1794732.37,318632.37,19768,25450,media,4
199,Proy-2025-implementa,17,2025-02-04,2026-01-03,2025-02-03,,en curso,799200,0,1260584.73,0.0,13320,0,media,1
200,Proy-2017-fortalece,13,2017-06-13,2017-12-29,2017-06-15,2018-03-08,finalizado,420288,460592,562104.93,101512.93,9552,10468,baja,5
201,Proy-2022-habilita,15,2022-04-29,2022-10-21,2022-04-25,2022-12-07,finalizado,226800,254232,313259.56,59027.56,4200,4708,alta,2
202,Proy-2023-facilita,15,2023-08-01,2024-07-08,2023-08-01,2024-09-28,finalizado,612864,589512,931600.53,342088.53,10944,10527,alta,4
203,Proy-2023-incuba,20,2023-10-19,2024-08-27,2023-10-22,2024-08-03,finalizado,841344,879032,1316111.12,437079.12,15024,15697,alta,2
204,Proy-2018-orquesta,20,2018-01-28,2018-03-08,2018-02-01,2018-03-26,finalizado,57408,54556,78846.16,24290.16,1248,1186,media,1
205,Proy-2025-compromete,8,2025-05-13,2025-07-30,2025-05-09,2025-08-17,finalizado,149760,143640,237053.81,93413.81,2496,2394,media,5
206,Proy-2025-entrega,20,2025-05-31,2026-01-04,2025-06-09,2026-03-03,finalizado,418560,535260,603508.37,68248.37,6976,8921,media,3
207,Proy-2025-empodera,7,2025-09-25,2026-05-05,2025-09-20,,planificado,426240,0,611554.13,0.0,7104,0,baja,2
208,Proy-2021-cultiva,5,2021-12-09,2022-02-05,2021-12-11,2022-02-28,finalizado,96512,108680,150235.27,41555.27,1856,2090,media,5
209,Proy-2020-transforma,20,2020-11-16,2021-09-21,2020-11-24,2021-09-04,finalizado,988800,910450,1523553.58,613103.58,19776,18209,alta,3
210,Proy-2024-cultiva,11,2024-04-26,2025-03-19,2024-04-25,2025-03-09,finalizado,758640,897782,1141642.71,243860.71,13080,15479,media,2
211,Proy-2024-entrega,10,2024-01-10,2024-03-21,2024-01-17,2024-04-13,finalizado,263552,252880,386953.52,134073.52,4544,4360,baja,3
212,Proy-2025-implementa,9,2025-03-24,2025-11-29,2025-03-22,,en curso,480000,0,753770.22,0.0,8000,0,media,2
213,Proy-2016-fortalece,12,2016-08-22,2017-03-28,2016-08-26,2017-06-20,finalizado,585984,632562,801592.48,169030.48,13952,15061,media,3
214,Proy-2016-transforma,7,2016-06-06,2017-03-14,2016-06-15,2017-07-08,finalizado,377664,393204,503473.01,110269.01,8992,9362,alta,3
215,Proy-2020-redefine,14,2020-10-11,2021-07-18,2020-10-15,2021-07-12,finalizado,672000,744700,993562.65,248862.65,13440,14894,alta,2
216,Proy-2018-cultiva,17,2018-09-12,2019-06-07,2018-09-12,2019-05-19,finalizado,591744,638388,833060.75,194672.75,12864,13878,alta,3
217,Proy-2017-mejora,17,2017-09-10,2018-01-26,2017-09-06,2018-02-26,finalizado,388608,428780,591155.13,162375.13,8832,9745,alta,3
218,Proy-2017-reinventa,4,2017-06-15,2018-04-10,2017-06-17,2018-06-29,finalizado,841984,992200,1141292.82,149092.82,19136,22550,media,4
219,Proy-2016-revoluciona,5,2016-05-05,2016-07-23,2016-04-30,2016-08-04,finalizado,79632,76482,118770.86,42288.86,1896,1821,baja,1
220,Proy-2017-abraza,3,2017-11-14,2018-01-03,2017-11-23,2018-01-19,finalizado,105600,106524,165670.75,59146.75,2400,2421,alta,5
221,Proy-2023-facilita,13,2023-03-06,2023-06-25,2023-03-10,2023-06-28,finalizado,248640,299264,348247.42,48983.42,4440,5344,alta,3
222,Proy-2019-transiciona,8,2019-07-31,2019-09-06,2019-08-05,2019-09-14,finalizado,99456,91920,158641.55,66721.55,2072,1915,baja,2
223,Proy-2021-redefine,7,2021-03-18,2022-03-07,2021-03-13,2022-05-08,finalizado,441792,487760,655420.87,167660.87,8496,9380,media,3
224,Proy-2020-reinventa,12,2020-07-21,2020-12-07,2020-07-18,2021-01-07,finalizado,166800,194950,251487.05,56537.05,3336,3899,media,2
225,Proy-2017-extiende,10,2017-09-13,2018-01-14,2017-09-08,2018-02-25,finalizado,303072,286352,448792.65,162440.65,6888,6508,baja,4
226,Proy-2020-compromete,12,2020-02-14,2020-10-03,2020-02-19,2020-09-19,finalizado,464000,444600,628374.6,183774.6,9280,8892,media,4
227,Proy-2016-evoluciona,3,2016-11-19,2016-12-30,2016-11-21,2016-12-29,finalizado,82656,84210,113530.06,29320.06,1968,2005,media,5
228,Proy-2020-fortalece,10,2020-05-13,2020-08-11,2020-05-19,2020-08-29,finalizado,288000,362000,445133.71,83133.71,5760,7240,baja,1
229,Proy-2022-abraza,2,2022-04-14,2023-03-06,2022-04-10,2023-02-09,finalizado,563328,545292,818793.5,273501.5,10432,10098,alta,3
230,Proy-2024-libera,1,2024-12-20,2025-06-19,2024-12-21,,planificado,503904,0,688228.28,0.0,8688,0,baja,5
231,Proy-2025-escala,11,2025-04-21,2025-05-24,2025-05-01,,planificado,79200,0,106407.61,0.0,1320,0,baja,3
232,Proy-2021-utiliza,14,2021-03-11,2021-12-30,2021-03-12,2021-12-26,finalizado,856128,978588,1148803.08,170215.08,16464,18819,baja,2
233,Proy-2023-escala,14,2023-12-14,2024-01-16,2023-12-21,2024-01-25,finalizado,44352,50848,57888.93,7040.93,792,908,media,4
234,Proy-2020-recontextualiza,5,2020-11-08,2021-08-17,2020-11-18,2021-10-29,finalizado,676800,825200,963330.8,138130.8,13536,16504,alta,2
235,Proy-2018-mejora,10,2018-08-30,2019-06-07,2018-09-03,2019-01-13,cancelado,517040,0,735636.83,0.0,11240,0,media,5
236,Proy-2019-maximiza,10,2019-02-24,2019-10-23,2019-02-20,2020-01-20,finalizado,370176,354048,535000.14,180952.14,7712,7376,alta,1
237,Proy-2018-abraza,14,2018-12-26,2019-12-08,2018-12-27,2020-01-16,finalizado,893872,1106760,1186810.27,80050.27,19432,24060,media,4
238,Proy-2017-itera,14,2017-10-16,2018-04-29,2017-10-15,2018-04-09,finalizado,274560,259512,358818.79,99306.79,6240,5898,alta,3
239,Proy-2021-incuba,1,2021-09-07,2021-11-22,2021-09-08,2021-11-22,finalizado,94848,111748,148438.54,36690.54,1824,2149,media,2
240,Proy-2023-genera,12,2023-01-12,2023-08-06,2023-01-18,2023-02-07,cancelado,461440,0,668252.14,0.0,8240,0,baja,4
241,Proy-2021-implementa,4,2021-02-27,2021-05-08,2021-02-24,2021-05-02,finalizado,232960,255892,312210.83,56318.83,4480,4921,alta,4
242,Proy-2019-orquesta,20,2019-03-03,2019-10-14,2019-03-02,2019-10-11,finalizado,432000,502896,568444.92,65548.92,9000,10477,alta,4
243,Proy-2018-transforma,11,2018-04-04,2018-11-22,2018-04-09,2019-01-03,finalizado,256128,273654,394651.24,120997.24,5568,5949,baja,3
244,Proy-2023-orquesta,8,2023-03-30,2024-03-16,2023-03-30,2024-04-27,finalizado,788480,839440,1147673.41,308233.41,14080,14990,baja,4
245,Proy-2023-transforma,18,2023-01-03,2023-07-05,2022-12-31,2023-08-16,finalizado,395280,434754,614714.58,179960.58,7320,8051,alta,1
246,Proy-2016-mezcla,5,2016-08-11,2017-07-01,2016-08-12,2017-08-14,finalizado,653184,709842,969374.24,259532.24,15552,16901,alta,4
247,Proy-2015-modifica,11,2015-11-29,2016-10-06,2015-11-29,2016-12-21,finalizado,798720,915320,1119803.51,204483.51,19968,22883,media,1
248,Proy-2022-recontextualiza,8,2022-05-04,2022-12-11,2022-05-14,2022-09-02,cancelado,286416,0,392909.57,0.0,5304,0,alta,5
249,Proy-2025-redefine,2,2025-03-26,2026-01-12,2025-03-25,,en curso,560640,0,742876.95,0.0,9344,0,alta,1
250,Proy-2024-sintetiza,12,2024-08-30,2025-02-04,2024-09-02,2025-04-02,finalizado,293248,313374,437114.9,123740.9,5056,5403,media,4
251,Proy-2023-evoluciona,7,2023-10-04,2024-01-30,2023-10-14,2024-02-12,finalizado,211456,245448,301678.36,56230.36,3776,4383,media,5
252,Proy-2018-mezcla,3,2018-04-19,2018-07-11,2018-04-28,2018-08-19,finalizado,122176,124108,160225.4,36117.4,2656,2698,media,2
253,Proy-2024-sinergiza,15,2024-09-28,2025-01-26,2024-10-05,2025-03-20,finalizado,445440,422124,705315.68,283191.68,7680,7278,alta,4
254,Proy-2016-visualiza,17,2016-05-21,2017-04-02,2016-05-21,2017-06-23,finalizado,637056,641340,939294.02,297954.02,15168,15270,baja,1
255,Proy-2017-redefine,10,2017-01-02,2017-04-07,2017-01-03,2017-04-06,finalizado,133760,172128,185485.57,13357.57,3040,3912,baja,1
256,Proy-2018-cultiva,19,2018-05-03,2018-07-02,2018-05-07,2018-07-27,finalizado,176640,225216,254512.51,29296.51,3840,4896,media,2
257,Proy-2021-entrega,11,2021-06-01,2021-08-17,2021-06-04,2021-08-04,cancelado,128128,0,204491.44,0.0,2464,0,baja,1
258,Proy-2016-extiende,5,2016-11-05,2017-05-09,2016-11-14,2017-07-07,finalizado,248640,296646,359967.9,63321.9,5920,7063,alta,5
259,Proy-2024-mejora,16,2024-06-25,2025-05-17,2024-06-22,2025-07-22,finalizado,453792,493116,707109.39,213993.39,7824,8502,baja,2
260,Proy-2016-evoluciona,8,2016-06-03,2016-10-16,2016-06-06,2016-10-23,finalizado,181440,224238,262999.24,38761.24,4320,5339,alta,3
261,Proy-2025-utiliza,20,2025-11-12,2026-06-14,2025-11-13,2026-06-04,finalizado,821760,1003080,1282310.48,279230.48,13696,16718,baja,4
262,Proy-2022-optimiza,16,2022-02-03,2022-04-10,2022-02-13,2022-04-29,finalizado,228096,255960,353071.6,97111.6,4224,4740,baja,4
263,Proy-2019-mezcla,5,2019-05-31,2020-02-11,2019-05-26,2020-05-12,finalizado,294912,292176,412659.05,120483.05,6144,6087,baja,5
264,Proy-2016-crece,19,2016-03-28,2016-10-27,2016-04-03,2016-11-27,finalizado,572544,690774,875544.2,184770.2,13632,16447,baja,5
265,Proy-2021-evoluciona,16,2021-07-28,2022-02-10,2021-07-27,2022-02-17,finalizado,245856,233272,366973.91,133701.91,4728,4486,media,3
266,Proy-2018-visualiza,11,2018-06-03,2018-11-02,2018-06-02,2018-12-19,finalizado,335616,360916,474577.4,113661.4,7296,7846,alta,2
267,Proy-2016-explota,14,2016-08-07,2017-01-25,2016-08-08,2017-03-29,finalizado,459648,441672,727352.24,285680.24,10944,10516,baja,2
268,Proy-2023-utiliza,4,2023-07-12,2023-11-08,2023-07-22,2023-11-30,finalizado,319872,351456,438396.54,86940.54,5712,6276,alta,2
269,Proy-2019-cultiva,14,2019-02-22,2019-12-18,2019-03-02,2019-12-08,finalizado,803712,773088,1087376.41,314288.41,16744,16106,baja,1
270,Proy-2019-redefine,6,2019-05-17,2020-01-16,2019-05-15,2019-12-23,finalizado,468480,554352,712858.14,158506.14,9760,11549,baja,5
271,Proy-2020-habilita,5,2020-08-24,2021-08-05,2020-08-30,2021-11-23,finalizado,1107200,1195700,1670764.97,475064.97,22144,23914,baja,5
272,Proy-2017-itera,16,2017-02-15,2017-03-26,2017-02-10,2017-03-19,finalizado,82368,85096,117778.44,32682.44,1872,1934,alta,3
273,Proy-2018-implementa,9,2018-07-09,2018-10-20,2018-07-06,2018-11-19,finalizado,303232,289754,463813.37,174059.37,6592,6299,media,2
274,Proy-2020-transforma,9,2020-01-14,2020-07-07,2020-01-18,2020-08-04,finalizado,280000,265150,394158.79,129008.79,5600,5303,baja,4
275,Proy-2019-transiciona,6,2019-11-12,2020-02-21,2019-11-11,2020-03-22,finalizado,310272,364272,408326.08,44054.08,6464,7589,alta,2
276,Proy-2022-redefine,19,2022-09-19,2022-10-25,2022-09-23,2022-10-30,finalizado,62208,61560,81291.3,19731.3,1152,1140,media,4
277,Proy-2019-cultiva,16,2019-03-10,2019-06-24,2019-03-16,2019-08-01,finalizado,203520,224976,315591.23,90615.23,4240,4687,baja,3
278,Proy-2019-abraza,14,2019-12-17,2020-07-12,2019-12-13,2020-07-22,finalizado,319488,380592,427826.97,47234.97,6656,7929,baja,1
279,Proy-2017-incuba,4,2017-07-07,2018-01-15,2017-07-12,2018-03-04,finalizado,270336,265540,381198.27,115658.27,6144,6035,media,1
280,Proy-2018-facilita,19,2018-09-02,2018-11-11,2018-09-08,2018-12-11,finalizado,180320,204516,242710.77,38194.77,3920,4446,media,5
281,Proy-2016-modifica,18,2016-09-27,2016-11-24,2016-10-02,2016-10-17,cancelado,58464,0,91001.92,0.0,1392,0,media,2
282,Proy-2017-transiciona,3,2017-09-20,2018-03-03,2017-09-29,2018-05-15,finalizado,346368,382184,543858.68,161674.68,7872,8686,media,3
283,Proy-2024-transforma,20,2024-02-15,2024-06-30,2024-02-12,2024-07-28,finalizado,504832,601170,668815.4,67645.4,8704,10365,alta,2
284,Proy-2018-incentiva,2,2018-10-16,2019-04-15,2018-10-14,2019-06-07,finalizado,399648,467360,538093.81,70733.81,8688,10160,media,4
285,Proy-2025-implementa,8,2025-02-06,2025-03-17,2025-02-11,,en curso,149760,0,195052.65,0.0,2496,0,media,4
286,Proy-2019-incentiva,11,2019-10-24,2020-05-05,2019-11-01,2020-05-29,finalizado,297984,297984,475354.46,177370.46,6208,6208,baja,5
287,Proy-2016-sinergiza,11,2016-08-03,2017-07-11,2016-08-12,2017-07-11,finalizado,459648,494592,603578.93,108986.93,10944,11776,media,4
288,Proy-2024-extiende,12,2024-05-08,2024-12-31,2024-05-06,2024-11-25,cancelado,549840,0,845661.15,0.0,9480,0,media,2
289,Proy-2021-habilita,16,2021-05-30,2021-12-30,2021-06-02,2022-01-01,finalizado,712192,825864,1077418.27,251554.27,13696,15882,media,4
290,Proy-2023-monetiza,4,2023-07-16,2023-09-02,2023-07-11,2023-09-16,finalizado,172032,212296,273425.58,61129.58,3072,3791,media,1
291,Proy-2024-utiliza,5,2024-03-11,2024-08-11,2024-03-19,2024-10-18,finalizado,354960,419572,472141.62,52569.62,6120,7234,media,5
292,Proy-2018-innova,17,2018-02-10,2018-12-16,2018-02-08,2019-02-21,finalizado,909696,1125528,1433777.28,308249.28,19776,24468,media,5
293,Proy-2021-agrega,4,2021-10-08,2022-04-24,2021-10-15,2022-07-18,finalizado,658944,823368,947880.58,124512.58,12672,15834,baja,4
294,Proy-2019-incuba,5,2019-09-01,2020-01-01,2019-09-06,2020-01-23,finalizado,281088,276432,417723.67,141291.67,5856,5759,alta,2
295,Proy-2021-recontextualiza,5,2021-07-15,2021-12-17,2021-07-14,2021-12-15,finalizado,386880,371124,520265.12,149141.12,7440,7137,media,1
296,Proy-2023-redefine,18,2023-09-06,2024-03-19,2023-09-08,2024-04-06,finalizado,262080,331352,362944.95,31592.95,4680,5917,media,1
297,Proy-2025-maximiza,7,2025-06-21,2025-11-29,2025-06-22,,en curso,309120,0,402003.97,0.0,5152,0,baja,2
298,Proy-2020-incuba,20,2020-12-21,2021-05-17,2020-12-18,2021-06-10,finalizado,352800,373900,467231.54,93331.54,7056,7478,baja,2
299,Proy-2018-revoluciona,16,2018-02-15,2018-07-24,2018-02-13,2018-09-19,finalizado,351072,440772,559081.19,118309.19,7632,9582,baja,1
300,Proy-2023-transiciona,6,2023-09-26,2024-01-21,2023-10-05,2024-02-17,finalizado,314496,299824,483721.27,183897.27,5616,5354,media,1
301,Proy-2020-abraza,14,2020-12-26,2021-07-05,2020-12-30,2021-06-25,finalizado,229200,274600,302628.78,28028.78,4584,5492,media,3
302,Proy-2017-reinventa,6,2017-08-05,2017-11-18,2017-08-12,2017-12-06,finalizado,147840,143924,207498.9,63574.9,3360,3271,media,3
303,Proy-2023-empodera,2,2023-02-05,2023-03-17,2023-02-10,2023-03-16,cancelado,143360,0,194929.36,0.0,2560,0,media,3
304,Proy-2024-revoluciona,10,2024-08-17,2025-03-04,2024-08-14,2025-03-25,finalizado,738688,752028,983925.19,231897.19,12736,12966,baja,4
305,Proy-2020-mezcla,11,2020-11-01,2020-12-22,2020-10-30,2020-12-16,finalizado,142800,165750,219651.65,53901.65,2856,3315,baja,2
306,Proy-2024-entrega,5,2024-06-23,2024-09-08,2024-06-28,2024-09-19,finalizado,214368,210598,330103.35,119505.35,3696,3631,baja,1
307,Proy-2018-modifica,3,2018-06-22,2019-01-11,2018-07-01,2018-12-30,cancelado,224112,0,330067.46,0.0,4872,0,alta,5
308,Proy-2022-utiliza,5,2022-01-05,2022-09-08,2022-01-06,2022-10-12,finalizado,425088,430920,553269.91,122349.91,7872,7980,media,2
309,Proy-2018-maneja,2,2018-10-14,2019-08-02,2018-10-10,2019-08-11,finalizado,859648,887662,1195414.97,307752.97,18688,19297,alta,2
310,Proy-2017-compromete,8,2017-12-20,2018-12-20,2017-12-28,2019-02-14,finalizado,642400,718652,869381.58,150729.58,14600,16333,baja,4
311,Proy-2016-incentiva,20,2016-10-05,2017-01-28,2016-10-01,2017-02-05,finalizado,154560,164976,206315.38,41339.38,3680,3928,alta,2
312,Proy-2024-revoluciona,20,2024-09-26,2025-06-12,2024-10-04,2025-06-16,finalizado,600880,645714,785133.9,139419.9,10360,11133,media,2
313,Proy-2017-incentiva,18,2017-06-10,2018-05-31,2017-06-11,2018-05-18,finalizado,749760,941864,994764.94,52900.94,17040,21406,media,5
314,Proy-2016-libera,10,2016-02-13,2016-08-24,2016-02-18,2016-10-07,finalizado,324240,295932,455244.49,159312.49,7720,7046,baja,4
315,Proy-2016-implementa,19,2016-06-01,2017-02-05,2016-06-11,2017-03-22,finalizado,501984,580608,671087.24,90479.24,11952,13824,baja,3
316,Proy-2023-compromete,1,2023-04-05,2024-03-02,2023-04-01,2024-06-30,finalizado,892416,1157520,1418621.21,261101.21,15936,20670,alta,3
317,Proy-2016-facilita,15,2016-10-01,2017-09-01,2016-10-05,2017-08-11,finalizado,450240,471618,660678.15,189060.15,10720,11229,media,1
318,Proy-2021-entrega,8,2021-06-16,2021-08-28,2021-06-17,2021-08-22,finalizado,242944,238888,316690.15,77802.15,4672,4594,media,3
319,Proy-2025-extiende,7,2025-11-11,2025-12-31,2025-11-08,2026-01-07,finalizado,72000,92940,102901.02,9961.02,1200,1549,baja,4
320,Proy-2019-compromete,12,2019-02-16,2019-04-20,2019-02-23,2019-04-21,finalizado,96768,110976,145548.71,34572.71,2016,2312,baja,4
321,Proy-2019-crece,20,2019-04-23,2020-02-04,2019-04-23,2020-03-14,finalizado,771456,989808,1055807.49,65999.49,16072,20621,baja,1
322,Proy-2019-optimiza,8,2019-01-05,2019-10-12,2019-01-02,2019-09-23,finalizado,430080,402288,611214.06,208926.06,8960,8381,baja,2
323,Proy-2025-maximiza,4,2025-06-26,2025-09-04,2025-06-25,2025-08-31,finalizado,100800,119640,152602.98,32962.98,1680,1994,baja,1
324,Proy-2020-integra,7,2020-04-14,2021-04-05,2020-04-16,2021-07-14,finalizado,854400,793300,1359859.66,566559.66,17088,15866,media,3
325,Proy-2022-orquesta,2,2022-11-19,2023-08-13,2022-11-24,2023-09-13,finalizado,692064,711774,981120.17,269346.17,12816,13181,baja,1
326,Proy-2016-facilita,3,2016-02-05,2016-03-23,2016-02-01,2016-03-21,finalizado,47376,60228,66869.49,6641.49,1128,1434,alta,4
327,Proy-2023-entrega,6,2023-03-10,2024-02-13,2023-03-05,2024-03-14,finalizado,913920,1028552,1358024.65,329472.65,16320,18367,alta,5
328,Proy-2021-libera,2,2021-09-16,2022-06-22,2021-09-18,2022-07-23,finalizado,812448,744952,1246429.99,501477.99,15624,14326,baja,5
329,Proy-2018-mezcla,7,2018-08-06,2018-09-26,2018-08-13,2018-09-17,cancelado,150144,0,228884.79,0.0,3264,0,media,3
330,Proy-2019-genera,7,2019-04-25,2020-04-23,2019-04-22,2020-03-27,finalizado,1118208,1345008,1552086.26,207078.26,23296,28021,baja,5
